OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
979,Minor Trail,MORRIS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,N,N,N,N,N,0.01148439,,N,24.115646329764
980,Minor Trail,COBBS_LOWER,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.20466831,,N,429.150984638106
981,Minor Trail,COBBS_LOWER,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1302078,,N,273.492241803038
982,Minor Trail,COBBS_LOWER,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03784818,,N,79.4769321915159
983,Minor Trail,COBBS_LOWER,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.30837463,,N,646.96181728166
984,Baxter Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01707498,,N,35.934170190315
985,Poquessing 8 - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21465174,,N,451.516253696113
986,Walbach St Spur,NORTH_DELAWARE,,K&T - Tacony Spur,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.35658612,,N,750.096667178785
987,Minor Trail,OTHER,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0318934,,N,67.0786341773739
988,Minor Trail,OTHER,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11407271,,N,239.731778736663
989,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.08297012,,N,174.445375462724
990,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.08599009,,N,180.661397273871
991,Minor Trail,COBBS_CARROLL,,,,CONNECTOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.00792293,,N,16.6799471099724
992,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.12860462,,N,270.374515155218
993,Minor Trail,COBBS_CARROLL,,,,CONNECTOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.08613497,,N,180.930867776468
994,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02585014,,N,54.3395817568474
995,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.03423236,,N,72.0757732909249
996,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.03829635,,N,80.5469485390313
997,Minor Trail,COBBS_CARROLL,,,,CONNECTOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02726947,,N,57.2611194038668
998,Minor Trail,COBBS_CARROLL,,,,CONNECTOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.02532219,,N,53.2035317672545
999,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.0568205,,N,119.347876309993
1000,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.12199849,,N,256.702242666285
1001,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.07484987,,N,157.322972122163
1002,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.25705393,,N,539.551701134161
1003,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11106294,,N,233.010890185349
1004,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.07518849,,N,157.768100741788
1005,Minor Trail,COBBS_CARROLL,,,,MINOR,SOFT,EXISTING,,Y,N,N,N,N,N,N,0.03817668,,N,80.3427972653594
1006,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09823169,,N,206.554617509567
1007,Minor Trail,FDR,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11027663,,N,231.627016729014
1008,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,<Null>,Y,Y,Y,N,N,N,N,0.14204822,,N,298.372026797896
1009,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,<Null>,Y,Y,Y,N,N,N,N,0.0653741,,N,137.381216128091
1010,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0294006,,N,61.8133338487341
1011,Boxers Trail,EAST_FAIRMOUNT,,Boxers' Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.68315496,,N,1435.13961050982
1012,Discovery Center - Reservoir Walk,EAST_FAIRMOUNT,,Discovery Center - Reservoir Walk,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.14857449,,N,312.1264589191
1013,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00353308,,N,7.43675331348771
1014,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.27756601,,N,583.012786664156
1015,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01394485,,N,29.2376747691648
1016,Minor Trail,BARTRAMS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01255681,,N,26.399732639266
1017,Cobbs Creek Trail,COBBS_LOWER,,Cobbs Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.21728829,,N,456.51397995425
1018,Minor Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11893705,,N,250.093075940845
1019,Minor Trail,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00652504,,N,13.7169046545983
1020,Minor Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00650003,,N,13.6900514691926
1021,Minor Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01243479,,N,26.1809986211799
1022,Minor Trail,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04769929,,N,100.465485001914
1023,Minor Trail,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02027998,,N,42.6901151195154
1024,Minor Trail,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0276666,,N,58.1879986873264
1025,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.06122572,,N,128.970185480037
1026,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2736707,,N,575.46273412038
1027,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03725476,,N,78.2989424017885
1028,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00787494,,N,16.5515668824598
1029,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14084798,,N,296.341807244571
1030,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02123847,,Y,44.6703987879059
1031,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00588341,,Y,12.3641617675836
1032,Minor Trail,EAST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00339547,,Y,7.12417686306101
1033,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.04095951,,N,85.9565900964715
1034,Fairmount Water Works Boardwalk,EAST_FAIRMOUNT,,Fairmount Water Works Trail and Boardwalk,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.05926966,,N,124.641042270616
1035,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09221831,,N,193.59833305424
1036,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.63998911,,N,1347.55930055425
1037,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07739053,,N,162.967044580443
1038,East Fairmount Greenway,EAST_FAIRMOUNT,,East Fairmount Greenway,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.28307073,,N,595.944746687067
1039,East Fairmount Greenway,EAST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04005949,,N,84.3689376508918
1040,Boxers Trail,EAST_FAIRMOUNT,,Boxers' Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15893207,,N,333.835170414894
1041,Boxers Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04528686,,N,95.0907258360062
1042,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01686066,,N,35.4609567058219
1043,Strawberry Mansion Stairs,EAST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.03951238,,N,83.1416536657823
1044,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.24832131,,N,521.834534536423
1045,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03103571,,N,65.2494858400988
1046,Minor Trail,EAST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.01601758,,N,33.7084898004319
1047,Strawberry Mansion Bridge North Sidepath,EAST_FAIRMOUNT,,Strawberry Mansion Bridge North Sidepath,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.17837091,,N,374.544845673093
1048,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.39632964,,N,832.136176867299
1049,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11266862,,N,236.547183443351
1050,Strawberry Mansion Bridge South Sidepath,EAST_FAIRMOUNT,,Strawberry Mansion Bridge South Sidepath,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.17894809,,N,375.756616281121
1051,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01763355,,N,36.9990279427241
1052,Trolley Trail - Falls Road Connector,WEST_FAIRMOUNT,Falls Road Connector,Trolley Trail Connector,,MINOR,SOFT,EXISTING,,Y,Y,Y,Y,N,N,N,0.06057057,,N,127.357226681102
1053,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.18858158,,N,396.307059919619
1054,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05730871,,N,120.54545512678
1055,Chamounix Sidepath,WEST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02450536,,N,51.5529077657101
1056,Chamounix Sidepath,WEST_FAIRMOUNT,,Chamounix Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.6098129,,N,1280.4153946743
1057,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02122688,,N,44.6885154062852
1058,Grays Ferry Crescent,SRT_SCHUYLKILL_BANKS,,,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.05689265,,N,119.551737684248
1059,Cobbs Creek Trail,COBBS_LOWER,"Cobbs Creek Connector Trail - C,D",Cobbs Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,N,N,0.3370284,Construction 2022-2023,Y,707.522079887326
1060,Delaware River Trail - Penn Treaty,OTHER,,Delaware River Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.10793891,,N,226.448989237604
1061,Kensington and Tacony Trail,NORTH_DELAWARE,"Kensington and Tacony Trail - Phase 2; Delaware Riverfront Greenway",K and T Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.49516712,Open as of 8/23,N,1040.40345052007
1062,Fleuhr Trail,POQUESSING_FLUEHR,,Fleuhr Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.12449896,,N,262.025711400465
1063,Fleuhr Trail,POQUESSING_FLUEHR,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04062138,,N,85.4010844644936
1064,Fluehr Trail - Connector,POQUESSING_FLUEHR,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04651066,,N,97.7952128392123
1065,Fleuhr Trail,POQUESSING_FLUEHR,,Fleuhr Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.26102627,,N,549.042036312147
1066,Fluehr Trail - Connector,POQUESSING_FLUEHR,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01696856,,N,35.7124403184999
1067,Fluehr Trail - Connector,POQUESSING_FLUEHR,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01559901,,N,32.7580363309652
1068,Fleuhr Trail,POQUESSING_FLUEHR,,Fleuhr Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.42952418,,N,903.389201700937
1069,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04035313,,N,84.9446601547474
1070,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02193349,,N,46.1616055832941
1071,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04111458,,N,86.4719635922481
1072,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03673225,,N,77.1160464281026
1073,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15407679,,N,324.210202467618
1074,Frankford Creek Greenway,TACONY_FRANKFORD,,Frankford Creek Greenway,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.61878028,,N,1301.79973357343
1075,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07136126,,N,150.120154137311
1076,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08399552,,N,176.570081291387
1077,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04739717,,N,99.6189980967008
1078,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0705444,,N,148.368933609378
1079,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15614991,,N,328.435657486459
1080,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.10358042,,N,217.566214887407
1081,Minor Trail,WEST_FAIRMOUNT,420,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05598897,,N,117.647418444959
1082,Minor Trail,FDR,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01052661,,N,22.0533829765369
1083,Minor Trail,WEST_FAIRMOUNT,420,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06341476,,N,133.276388132215
1084,Minor Trail,WEST_FAIRMOUNT,420,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.4348696,,N,913.970117878629
1085,Minor Trail,WEST_FAIRMOUNT,420 Connector,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02126262,,N,44.619456409562
1086,Minor Trail,WEST_FAIRMOUNT,CP Shortcut,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02912409,,N,61.1480815710144
1087,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03376852,,N,70.9289177139021
1088,Minor Trail,WEST_FAIRMOUNT,Cabbage Patch,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07026576,,N,147.603146634006
1089,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04623864,,N,97.1016233904699
1090,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23639597,,N,496.605554721737
1091,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13052108,,N,274.39027075162
1092,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03852101,,N,80.8775404856652
1093,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03084855,,N,64.8143434297972
1094,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03105861,,N,65.2722761838533
1095,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02461306,,N,51.6616931523585
1096,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01209817,,N,25.3814552633617
1097,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00932118,,N,19.5527910727705
1098,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00703527,,N,14.786776790611
1099,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01122459,,N,23.5916315259822
1100,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00616988,,N,12.9446298689186
1101,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0186105,,N,39.0950281522056
1102,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00341521,,N,7.16909462215642
1103,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00277195,,N,5.82939383921104
1104,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01647683,,N,34.6579175036005
1105,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02795807,,N,58.6849310477374
1106,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00954316,,N,20.0543975916187
1107,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19041764,,N,400.386889610482
1108,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07487144,,N,157.32577373438
1109,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02979339,,N,62.6605794705005
1110,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00932667,,N,19.5821071056728
1111,Minor Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00623726,,N,13.1029379494516
1112,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02378828,,N,50.0457717438841
1113,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01562136,,N,32.7793866436265
1114,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05346403,,N,112.226237982823
1115,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02391741,,N,50.3339466356773
1116,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05321172,,N,111.912663909733
1117,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01607625,,N,33.7993691762284
1118,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01105032,,N,23.2327623410457
1119,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00904335,,N,19.0120098179931
1120,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00714737,,N,15.0315387993332
1121,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07624075,,N,160.053442770428
1122,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01046813,,N,22.0432381102862
1123,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01302487,,N,27.4270086904458
1124,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01280459,,N,26.9339107485197
1125,Minor Trail,WEST_FAIRMOUNT,Kitchen Sink,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,1.00864181,,N,2121.1098032334
1126,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17070948,,N,358.595666158878
1127,Minor Trail,WEST_FAIRMOUNT,Brass Monkey,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02933709,,N,61.5652124295295
1128,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07402731,,N,155.560926712704
1129,Minor Trail,WEST_FAIRMOUNT,Short-n-Sweet,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01673598,,N,35.2392121400756
1130,Belmont Cross Country Trail,WEST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03877052,,N,81.5034687849199
1131,Belmont Cross Country Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03224062,,N,67.6501207268336
1132,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02878948,,N,60.4274591345083
1133,Minor Trail,WEST_FAIRMOUNT,CX,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21875846,,N,459.88140109014
1134,Minor Trail,WEST_FAIRMOUNT,Sampler,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01619196,,N,34.0782045922959
1135,Belmont Cross Country Trail,WEST_FAIRMOUNT,,Belmont Cross Country Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11597819,,N,244.023408036338
1136,Belmont Cross Country Trail,WEST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0076229,,N,15.9924789235361
1137,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00787975,,N,16.5782173578804
1138,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01234465,,N,25.9398556317142
1139,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01675217,,N,35.2565638240058
1140,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00994911,,N,20.9144585761219
1141,Minor Trail,WEST_FAIRMOUNT,Mousetrap,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05008212,,N,105.322350655547
1142,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07153849,,N,150.155465133972
1143,Trolley Trail,WEST_FAIRMOUNT,,Trolley Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05847475,,N,122.723069875664
1144,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01821281,,N,38.2195157072309
1145,Minor Trail,WEST_FAIRMOUNT,South Edgley,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05014412,,N,105.45768620199
1146,Minor Trail,WEST_FAIRMOUNT,Wild Mouse,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.79166005,,N,1663.61835904741
1147,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02174619,,N,45.646539871688
1148,Trolley Trail,WEST_FAIRMOUNT,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01454274,,N,30.5277348009436
